His rheumy eyes began to cloud.	A sus ojos rheumy comenzó a nube.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Payroll personnel would be cut, resulting in late payments to wartime vendors, and legal and policy support would be disrupted.	El personal de "nómina sería reducido, lo que provocó el retraso en los pagos a proveedores de guerra, y apoyo jurídico y normativo sería alterada."	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
He was certainly a designer, dreamer and self-identified hippie, but he was also a meticulous organizer and flow-chart tweaker - a man who believed that many business executives suffered from "a disease of thinking that a really great idea is 90 percent of the work... [but] there's a tremendous amount of craftsmanship between a great idea and a great product."	Fue, sin duda, un diseñador, soñador y autoidentificado hippies, pero también fue un organizador meticuloso y flow-chart tweaker, un hombre que creía que muchos ejecutivos de empresas sufrió "una enfermedad de pensar que una gran idea es el 90% del trabajo... [pero] hay una enorme cantidad de trabajo entre una gran idea y un gran producto."	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Boeing's win at the air show comes four months after Airbus said it would push back the debut of the largest A350, which competes directly with the 777-300ER.	Boeing ganar en el aire muestran llega cuatro meses después de Airbus dijo que podría retrasar el estreno de la mayor A350, que compite directamente con el 777-300ER.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"But that can't be right when there were so many irregularities and omissions," she says.	"Pero eso no puede ser justo cuando había tantas irregularidades y omisiones", dice.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The memo used the word "excess" to describe the action, even though "excess" more commonly describes the act of moving a teacher from a school's payroll into a pool of available workers whose salaries are paid by the central office.	El memorándum utilizó la palabra "exceso" para describir la acción, aunque "exceso" más comúnmente describe el acto de traslado de un maestro de una escuela en la nómina de pagos de un grupo de trabajadores disponibles cuyos salarios son pagados por la oficina central.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
We are not very showy, we do not like ostentation.	No somos muy ostentosos, no nos gusta la ostentación.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
But though the Israelis and Palestinians seem stuck in their ancient conflict, all around them the Middle East is changing.	Sin embargo, aunque los israelíes y los palestinos parecen atascados en su antiguo conflicto, en todo el Oriente Medio está cambiando.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The Department of Defense declined to comment for this story.	El Departamento de Defensa declinó comentar por esta historia.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The public increasingly acts as if it feels sorry for those in uniform.	El público cada vez más actúa como si se siente pena por los uniformados.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"A red flag went up," Lyman says.	"Una bandera roja subió", dice Lyman.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Clement's law firm, Bancroft PLLC, was one of almost two dozen firms that helped sponsor the annual dinner of the Federalist Society, a longstanding group dedicated to advocating conservative legal principles.	Clement del bufete, Bancroft PLLC, fue uno de los casi dos docenas de empresas que ayudó a patrocinar la cena anual de la Sociedad Federalista, un antiguo grupo dedicado a defender los principios jurídicos conservador.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
And Pena Nieto vowed to continue Mexico's war against the drug cartels, even though he offered no specifics.	Y Peña Nieto se comprometió a continuar la guerra de México contra los cárteles de la droga, aunque no ofreció detalles.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The orders to move into the park came down at the "last minute," said someone familiar with the orders, which referred to the assignment only as "an exercise."	Las órdenes de avanzar en el parque cayó en "el último minuto", dijo una persona familiarizada con las órdenes, que se refirió a la cesión sólo como "un ejercicio".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
A New York family claims that disco diva Patti LaBelle launched into a rampage in the lobby of their Manhattan building, terrifying their toddler daughter to the point where she threw up in fear.	Una Nueva York familia afirma que la estrella de discoteca Patti LaBelle lanzado en una incursión en el vestíbulo de su edificio de Manhattan, aterrador su bebé hija hasta el punto de que ella sacó a relucir en el miedo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The resolution also "affirms the national interest of the United States in a successful and irreversible transition to democracy in Libya."	La resolución también "afirma el interés nacional de los Estados Unidos en un éxito e irreversible transición a la democracia en Libia."	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Norway's five million people enjoy one of the highest standards of living, not just in Europe, but in the world.	Noruega de cinco millones de personas disfrutan de uno de los más altos estándares de vida, no sólo en Europa, sino en el mundo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
While researchers have well-defined guidelines about how they collect their data offline, online it's a free-for-all.	Mientras que los investigadores tienen bien definido directrices sobre cómo recoger sus datos offline, en línea es una batalla campal.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I was simply an American.	Yo era simplemente un estadounidense.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Social research is supposed to be about the social - and a hell of a lot of the social still takes place offline.	La investigación social se discutiría la política social y un infierno de mucho de lo social todavía tiene lugar fuera de línea.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
He was hated for being not only a Conservative but a foreign policy adviser to Thatcher and one of her speech writers.	Era odiado por ser no sólo un conservador, pero un asesor de política exterior de Thatcher y uno de sus redactores de discursos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
A man falls off his chair, perhaps overcome with aquavit.	Un hombre cae fuera de su silla, tal vez superar con el aquavit.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
If the hearing doesn't go their way, Burke, the plaintiffs" lawyer, will cue up her hundreds of other plaintiffs for future cases.	Si la audiencia no seguir su camino, Burke, los demandantes "abogado, será su evocación cientos de otros demandantes para casos futuros.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Many Middle East airlines are owned by their oil-producing nations.	Muchas compañías aéreas de Oriente Medio son propiedad de sus naciones productoras.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
